文件,配方ID,ActionId,缺失字段,严重程度
study_4_influences.json,studyproject_influence_subvert_edgetowinter,未知,startdescription,警告
study_4_influences.json,studyproject_influence_subvert_forgetoedge,未知,startdescription,警告
study_4_influences.json,studyproject_influence_subvert_grailtomoth,未知,startdescription,警告
study_4_influences.json,studyproject_influence_subvert_hearttograil,未知,startdescription,警告
study_4_influences.json,studyproject_influence_subvert_lanterntoforge,未知,startdescription,警告
study_4_influences.json,studyproject_influence_subvert_mothtolantern,未知,startdescription,警告
study_4_influences.json,studyproject_influence_subvert_wintertoheart,未知,startdescription,警告
study_4_influences.json,studyproject_influence_upgrade_subvert_knock,未知,startdescription,警告
study_4_influences.json,studyproject_influence_upgrade_subvert_knock_remove_spare_knock,未知,startdescription,警告
study_research.json,srbarsacrossthesun,escape,startdescription,警告
summoning.json,summon_spirit_forgee_edge.success,未知,startdescription,警告
summoning.json,summon_spirit_graile_edge.success,未知,startdescription,警告
summoning.json,summon_spirit_forgec_winter.success,未知,startdescription,警告
summoning.json,summon_spirit_grailc_moth.success,未知,startdescription,警告
summoning.json,summon_spirit_lanternc_edge.success,未知,startdescription,警告
summoning.json,summon_spirit_heartc_edge.success,未知,startdescription,警告
summoning.json,summon_spirit_winterd_edge.success,未知,startdescription,警告
summoning.json,summon_spirit_winterb_heart.success,未知,startdescription,警告
talking_8_follower.json,givescar_edge,未知,startdescription,警告
talking_8_follower.json,givescar_knock,未知,startdescription,警告
talking_8_follower.json,givescar_winter,未知,startdescription,警告
talking_8_follower.json,deathscar_edge,未知,startdescription,警告
talking_8_follower.json,deathscar_knock,未知,startdescription,警告
talking_8_follower.json,deathscar_winter,未知,startdescription,警告
talking_8_follower.json,L_give_tool_edgeb,未知,startdescription,警告
talking_8_follower.json,L_give_tool_edged,未知,startdescription,警告
talking_8_follower.json,L_give_tool_edgef,未知,startdescription,警告
talking_8_follower.json,L_give_tool_forgeb,未知,startdescription,警告
talking_8_follower.json,L_give_tool_forged,未知,startdescription,警告
talking_8_follower.json,L_give_tool_forgef,未知,startdescription,警告
talking_8_follower.json,L_give_tool_grailmoth,未知,startdescription,警告
talking_8_follower.json,L_give_tool_grailb,未知,startdescription,警告
talking_8_follower.json,L_give_tool_graild,未知,startdescription,警告
talking_8_follower.json,L_give_tool_grailf,未知,startdescription,警告
talking_8_follower.json,L_give_tool_heartb,未知,startdescription,警告
talking_8_follower.json,L_give_tool_heartd,未知,startdescription,警告
talking_8_follower.json,L_give_tool_heartf,未知,startdescription,警告
talking_8_follower.json,L_give_tool_knockb,未知,startdescription,警告
talking_8_follower.json,L_give_tool_knockd,未知,startdescription,警告
talking_8_follower.json,L_give_tool_knockf,未知,startdescription,警告
talking_8_follower.json,L_give_tool_lanternb,未知,startdescription,警告
talking_8_follower.json,L_give_tool_lanternd,未知,startdescription,警告
talking_8_follower.json,L_give_tool_lanternf,未知,startdescription,警告
talking_8_follower.json,L_give_tool_mothb,未知,startdescription,警告
talking_8_follower.json,L_give_tool_mothd,未知,startdescription,警告
talking_8_follower.json,L_give_tool_mothf,未知,startdescription,警告
talking_8_follower.json,L_give_tool_secrethistoriesb,未知,startdescription,警告
talking_8_follower.json,L_give_tool_secrethistoriesd,未知,startdescription,警告
talking_8_follower.json,L_give_tool_winterb,未知,startdescription,警告
talking_8_follower.json,L_give_tool_winterd,未知,startdescription,警告
talking_8_follower.json,L_give_tool_winterf,未知,startdescription,警告
talking_8_follower.json,L_give_tool_other,未知,startdescription,警告
talking_8_follower.json,L_set_trap_router,未知,startdescription,警告
talking_8_follower.json,L_settrap_highedge,未知,startdescription,警告
talking_8_follower.json,L_settrap_highwinter,未知,startdescription,警告
talking_8_follower.json,L_settrap_highforge,未知,startdescription,警告
talking_8_follower.json,L_settrap_highmoth,未知,startdescription,警告
talking_8_follower.json,L_settrap_midedge,未知,startdescription,警告
talking_8_follower.json,L_settrap_midwinter,未知,startdescription,警告
talking_8_follower.json,L_settrap_midforge,未知,startdescription,警告
talking_8_follower.json,L_settrap_midmoth,未知,startdescription,警告
talking_8_follower.json,L_settrap_lowedge,未知,startdescription,警告
talking_8_follower.json,L_settrap_lowwinter,未知,startdescription,警告
talking_8_follower.json,L_settrap_lowforge,未知,startdescription,警告
talking_8_follower.json,L_settrap_lowmoth,未知,startdescription,警告
talking_8_follower.json,L_createsnare_great,未知,startdescription,警告
talking_8_follower.json,L_createsnare_good,未知,startdescription,警告
talking_8_follower.json,L_createsnare_poor,未知,startdescription,警告
talking_8_follower.json,L_createsnare_rubbish,未知,startdescription,警告
talk_l_romance.json,L_roserouter,未知,startdescription,警告
time.json,drawseason,未知,startdescription,警告
time.json,discardseason,未知,startdescription,警告
time.json,despairrisklink,未知,startdescription,警告
time.json,visionsrisklink,未知,startdescription,警告
work_1_arcane.json,arcane_lantern_edge_failure,未知,startdescription,警告
work_1_arcane.json,arcane_moth_edge_failure,未知,startdescription,警告
work_1_arcane.json,arcane_moth_edge_runaway_link,未知,startdescription,警告
work_1_arcane.json,arcane_forge_grail_failure,未知,startdescription,警告
work_1_arcane.json,arcane_winter_lantern_failure,未知,startdescription,警告
work_2a_painting.json,paintbasicsuccess,未知,startdescription,警告
work_2a_painting.json,paintcheckpigment,未知,startdescription,警告
work_2a_painting.json,paintmasteredge_unique,未知,startdescription,警告
work_2a_painting.json,paintmasterforge_unique,未知,startdescription,警告
work_2a_painting.json,paintmastergrail_unique,未知,startdescription,警告
work_2a_painting.json,paintmasterheart_unique,未知,startdescription,警告
work_2a_painting.json,paintmasterknock_unique,未知,startdescription,警告
work_2a_painting.json,paintmasterlantern_unique,未知,startdescription,警告
work_2a_painting.json,paintmastermoth_unique,未知,startdescription,警告
work_2a_painting.json,paintmasterwinter_unique,未知,startdescription,警告
work_2a_painting.json,paintingreputationcheck,未知,startdescription,警告
work_2a_painting.json,paintingreputation_celebrated,未知,startdescription,警告
work_2a_painting.json,paintingreputation_famed,未知,startdescription,警告
work_2a_painting.json,paintingreputation_notable,未知,startdescription,警告
work_2a_painting.json,paintingreputation_significant,未知,startdescription,警告
work_2a_painting.json,paintingreputation_known,未知,startdescription,警告
work_2a_painting.json,paintingreputation_noticed,未知,startdescription,警告
work_2a_painting.json,paintingreputation_unknown,未知,startdescription,警告
work_2a_painting.json,painting.reputation.overexposure,未知,startdescription,警告
work_2_jobs.json,workbeg_lucky,未知,startdescription,警告
z_legacyrecipepreservation.json,translatevakh1int,未知,startdescription,警告
z_legacyrecipepreservation.json,studyincreasehealthskillc,未知,startdescription,警告
z_legacyrecipepreservation.json,studyincreasereasonskillc,未知,startdescription,警告
z_legacyrecipepreservation.json,studyincreasepassionskillc,未知,startdescription,警告
1_debug.json,testemptyresults,testemptyresults,requirements,警告
acquisition.json,auctionbuy,未知,requirements,警告
acquisition.json,auctionbidmatched,未知,requirements,警告
acquisition.json,auctionfailureclear,未知,requirements,警告
acquisition.json,auctionfailure,未知,requirements,警告
acquisition.json,auctionsuccess,未知,requirements,警告
acquisition.json,expedition.corpse.find.vaultshires3,未知,requirements,警告
acquisition.json,expedition.corpse.find.vaultcapital5,未知,requirements,警告
acquisition.json,expedition.corpse.find.vaultloneandlevelsands2,未知,requirements,警告
acquisition.json,expedition.corpse.find.vaultrendingmountainsdefault,未知,requirements,警告
acquisition.json,expedition.corpse.find.vaultshires4,未知,requirements,警告
annoyance_countermeasures.json,annoyanceseducesuccess,未知,requirements,警告
annoyance_countermeasures.json,annoyanceseducefailure,未知,requirements,警告
annoyance_countermeasures.json,annoyanceattacksuccess,未知,requirements,警告
annoyance_countermeasures.json,annoyancecapturesuccess,未知,requirements,警告
annoyance_countermeasures.json,annoyanceattackfailure,未知,requirements,警告
annoyance_countermeasures.json,annoyancederangesuccess,未知,requirements,警告
annoyance_countermeasures.json,annoyancederangefailure,未知,requirements,警告
apostle_lantern_greatwork.json,apostlelantern.trycreatepillar4,未知,requirements,警告
ascension.json,minorforgevictory_overture,未知,requirements,警告
ascension.json,minorgrailvictory_overture,未知,requirements,警告
ascension.json,imnotinlove,未知,requirements,警告
ascension.json,minorlanternvictory_overture,未知,requirements,警告
ascension.json,ascensioncravingpower_ascend,未知,requirements,警告
ascension.json,ascensioncravingsensation_ascend,未知,requirements,警告
ascension.json,ascensioncravingenlightenment_ascend,未知,requirements,警告
ascension.json,ascensioncravingchange_noascension,未知,requirements,警告
culting.json,cultfoundation_complete,未知,requirements,警告
DLC_DANCER_ecdysisclub_recipes.json,work_changedesire_restlessness,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.sanatorium.setup,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.doctorspractice.setup,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.miracles.setup,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.flowermaker.setup,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.horned.setup,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.wolf.setup,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.import.setup,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.counterfeiting.setup,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.smuggling.setup,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.fights.setup,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.uprising.setup,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.betrayal.setup,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.patronage.setup,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.sanatorium.begin,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.doctorspractice.begin,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.miracles.begin,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.flowermaker.begin,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.horned.begin,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.wolf.begin,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.import.begin,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.counterfeiting.begin,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.smuggling.begin,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.fights.begin,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.uprising.begin,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.betrayal.begin,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.patronage.begin,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.challenge.failed,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.next,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.end,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.end.subtlety0,未知,requirements,警告
DLC_EXILE_exile_opx.json,opx.end.special.router,未知,requirements,警告
DLC_EXILE_exile_recipes.json,_cities,未知,requirements,警告
DLC_EXILE_exile_recipes.json,_domiciles,未知,requirements,警告
DLC_EXILE_exile_recipes.json,travel.first,未知,requirements,警告
DLC_EXILE_exile_recipes.json,opx.caper.populate,未知,requirements,警告
DLC_EXILE_exile_recipes.json,opx.caper.next,未知,requirements,警告
DLC_EXILE_exile_recipes.json,opx.caper.lucky,未知,requirements,警告
DLC_EXILE_exile_recipes.json,opx.caper.makeprogress,未知,requirements,警告
DLC_EXILE_exile_recipes.json,opx.caper.end,未知,requirements,警告
DLC_EXILE_exile_recipes.json,opx.caper.failure,未知,requirements,警告
DLC_EXILE_exile_recipes.json,travel.visit.shrine.nameless.pentiment.break,未知,requirements,警告
DLC_EXILE_exile_recipes.json,ally.trail.false.begin,未知,requirements,警告
DLC_EXILE_exile_recipes.json,ally.trail.false.create,未知,requirements,警告
DLC_EXILE_exile_recipes.json,ally.trail.false.waiting,未知,requirements,警告
DLC_EXILE_exile_recipes.json,ally.trail.false.waiting.displaytext,未知,requirements,警告
DLC_EXILE_exile_recipes.json,ally.trail.false.returning,未知,requirements,警告
DLC_EXILE_exile_recipes.json,ally.trail.false.lost,未知,requirements,警告
DLC_EXILE_exile_recipes.json,travel.showslot,未知,requirements,警告
DLC_EXILE_exile_recipes.json,travel.depart.purge,未知,requirements,警告
DLC_EXILE_exile_recipes.json,travel.enroute,未知,requirements,警告
DLC_EXILE_exile_recipes.json,travel.arrive,未知,requirements,警告
DLC_EXILE_exile_recipes.json,meeting.navil.chaima,未知,requirements,警告
DLC_EXILE_exile_recipes.json,turn.begin,未知,requirements,警告
DLC_EXILE_exile_recipes.json,turn.next,未知,requirements,警告
DLC_EXILE_exile_recipes.json,turn.check.traces,未知,requirements,警告
DLC_EXILE_exile_recipes.json,turn.check.trace,未知,requirements,警告
DLC_EXILE_exile_recipes.json,turn.check.no.trace,未知,requirements,警告
DLC_EXILE_exile_recipes.json,turn.check.mapedge.traces,未知,requirements,警告
DLC_EXILE_exile_recipes.json,turn.check.mapedge.trace,未知,requirements,警告
DLC_EXILE_exile_recipes.json,turn.check.mapedge.no.trace,未知,requirements,警告
DLC_EXILE_exile_recipes.json,wounds.exile.danger,未知,requirements,警告
DLC_EXILE_exile_recipes.json,wounds.exile.ending,未知,requirements,警告
DLC_EXILE_exile_recipes.json,spawn.obscurity,未知,requirements,警告
DLC_EXILE_exile_recipes.json,spawn.trace,未知,requirements,警告
DLC_EXILE_exile_relinquish.json,relinquish.first,未知,requirements,警告
DLC_EXILE_exile_relinquish.json,relinquish.provoke.success,未知,requirements,警告
DLC_EXILE_exile_relinquish.json,relinquish.provoke.failure,未知,requirements,警告
DLC_EXILE_exile_rkx.json,rkx.spawn.escort,未知,requirements,警告
DLC_EXILE_exile_rkx.json,rkx.first,未知,requirements,警告
DLC_EXILE_exile_rkx.json,rkx.arrive.traces,未知,requirements,警告
DLC_EXILE_exile_rkx.json,rkx.arrive.trace,未知,requirements,警告
DLC_EXILE_exile_rkx.json,rkx.arrive.no.trace,未知,requirements,警告
DLC_EXILE_exile_rkx.json,rkx.selector,未知,requirements,警告
DLC_EXILE_exile_rkx.json,spit.underling.attack.success,未知,requirements,警告
DLC_EXILE_exile_rkx.json,rkx.underling.attack.failure,未知,requirements,警告
DLC_EXILE_exile_rkx.json,rkx.notfollowinglead,未知,requirements,警告
DLC_EXILE_exile_rkx.json,rkx.infect.demote,未知,requirements,警告
DLC_EXILE_exile_rkx.json,spit.uninfected.destination,未知,requirements,警告
DLC_EXILE_exile_rkx.json,spit.underling.wounded,未知,requirements,警告
DLC_EXILE_exile_rkx.json,rkx.reset,未知,requirements,警告
DLC_EXILE_exile_rkx_foe.json,rkx.foe.arrive,未知,requirements,警告
DLC_EXILE_exile_rkx_foe.json,rkx.foe.arrive.mapedge,未知,requirements,警告
DLC_EXILE_exile_rkx_foe.json,rkx.foe.arrive.defiance,未知,requirements,警告
DLC_EXILE_exile_rkx_foe.json,rkx.foe.selector,未知,requirements,警告
DLC_EXILE_exile_rkx_foe.json,rkx.foe.obscured,未知,requirements,警告
DLC_EXILE_exile_rkx_foe.json,rkx.foe.attack,未知,requirements,警告
DLC_EXILE_exile_rkx_foe.json,rkx.foe.attack.success.mocked,未知,requirements,警告
DLC_EXILE_exile_rkx_foe.json,spit.foe.attack.success.mocked,未知,requirements,警告
DLC_EXILE_exile_rkx_foe.json,spit.foe.attack.success,未知,requirements,警告
DLC_EXILE_exile_rkx_foe.json,rkx.foe.attack.failure,未知,requirements,警告
DLC_EXILE_exile_rkx_foe.json,spit.foe.attack.failure.associate.killed,未知,requirements,警告
DLC_EXILE_exile_rkx_foe.json,spit.foe.attack.failure.associate.killed.undo.wound,未知,requirements,警告
DLC_EXILE_exile_rkx_foe.json,spit.foe.attack.failure.ligeian,未知,requirements,警告
DLC_EXILE_exile_scout.json,scout.first,未知,requirements,警告
DLC_EXILE_exile_send.json,send.first,未知,requirements,警告
DLC_EXILE_exile_send.json,send.op.morgen.pentiment.break,未知,requirements,警告
DLC_EXILE_exile_send.json,send.op.morgen.pentiment.break.nothing,未知,requirements,警告
DLC_EXILE_exile_send.json,send.op.morgen.pentiment.break.flute,未知,requirements,警告
DLC_EXILE_exile_send.json,send.ligeian.reward,未知,requirements,警告
DLC_EXILE_exile_send.json,send.ligeian.ravage,未知,requirements,警告
DLC_EXILE_exile_send.json,send.ligeian.displeased,未知,requirements,警告
DLC_EXILE_exile_send.json,send.victory.obscurity.c,未知,requirements,警告
DLC_EXILE_exile_send.json,send.victory.obscurity.b,未知,requirements,警告
DLC_EXILE_exile_send.json,send.victory.obscurity.a,未知,requirements,警告
DLC_EXILE_exile_send.json,send.victory.obscurity.c.foeslain,未知,requirements,警告
DLC_EXILE_exile_send.json,send.victory.obscurity.b.foeslain,未知,requirements,警告
DLC_EXILE_exile_send.json,send.victory.obscurity.a.foeslain,未知,requirements,警告
DLC_EXILE_exile_send.json,send.investigate.description,未知,requirements,警告
DLC_EXILE_exile_use.json,use.attack.underling.hit,未知,requirements,警告
DLC_EXILE_exile_use.json,use.attack.underling.hit.combo,未知,requirements,警告
DLC_EXILE_exile_use.json,use.attack.underling.miss,未知,requirements,警告
DLC_EXILE_exile_use.json,use.attack.underboss.slain,未知,requirements,警告
DLC_EXILE_exile_use.json,use.attack.underling.slain,未知,requirements,警告
DLC_EXILE_exile_use.json,foe.weaknesses.generate,未知,requirements,警告
DLC_EXILE_exile_use.json,foe.weaknesses.generate.backup,未知,requirements,警告
DLC_EXILE_exile_use.json,use.attack.foe.hit,未知,requirements,警告
DLC_EXILE_exile_use.json,use.attack.foe.hit.combo,未知,requirements,警告
DLC_EXILE_exile_use.json,use.attack.foe.miss,未知,requirements,警告
DLC_EXILE_exile_use.json,use.attack.foe.slain,未知,requirements,警告
DLC_EXILE_exile_use.json,use.renew.op.horned.candia.2,未知,requirements,警告
DLC_EXILE_exile_use.json,use.renew.op.horned.candia.3,未知,requirements,警告
DLC_EXILE_exile_use.json,use.fatiguing,未知,requirements,警告
DLC_GHOUL_recipes.json,work.seance.first.nomemory,未知,requirements,警告
DLC_GHOUL_recipes.json,work.seance.demotion.continue,未知,requirements,警告
DLC_GHOUL_recipes.json,open.dream.ghoul,未知,requirements,警告
DLC_GHOUL_recipes.json,open.explore.ghoul,未知,requirements,警告
DLC_GHOUL_recipes.json,open.study.ghoul,未知,requirements,警告
DLC_GHOUL_recipes.json,dream.ghoul.sacrificeabilities,未知,requirements,警告
DLC_GHOUL_recipes.json,ending.minorpalestvictory,未知,requirements,警告
DLC_PRIEST_recipes.json,dream.priest.open,未知,requirements,警告
DLC_PRIEST_recipes.json,study.priest.open,未知,requirements,警告
DLC_PRIEST_recipes.json,explore.priest.open,未知,requirements,警告
DLC_PRIEST_recipes.json,talk.priest.open,未知,requirements,警告
DLC_PRIEST_recipes.json,talk.priest.open.followup,未知,requirements,警告
DLC_PRIEST_recipes.json,work.priest.nolorematch,未知,requirements,警告
DLC_PRIEST_recipes.json,preach.edge,未知,requirements,警告
DLC_PRIEST_recipes.json,preach.forge,未知,requirements,警告
DLC_PRIEST_recipes.json,preach.grail,未知,requirements,警告
DLC_PRIEST_recipes.json,preach.heart,未知,requirements,警告
DLC_PRIEST_recipes.json,preach.knock,未知,requirements,警告
DLC_PRIEST_recipes.json,preach.lantern,未知,requirements,警告
DLC_PRIEST_recipes.json,preach.moth,未知,requirements,警告
DLC_PRIEST_recipes.json,preach.secrethistories,未知,requirements,警告
DLC_PRIEST_recipes.json,preach.winter,未知,requirements,警告
DLC_PRIEST_recipes.json,priest.repevent,未知,requirements,警告
DLC_PRIEST_recipes.json,work.openscar.continue,未知,requirements,警告
dream_general.json,dream_router,未知,requirements,警告
dream_general.json,nightmarecleansingdawnsuccess,未知,requirements,警告
dream_general.json,nightmarehersaultsuccess,未知,requirements,警告
dream_mansus.json,imnotinlovedream,未知,requirements,警告
dream_rest.json,dreamhealthcontentment,未知,requirements,警告
dream_rest.json,dreamhealthdread,未知,requirements,警告
dream_rest.json,dreamhealthfascination,未知,requirements,警告
dream_rest.json,dream.decrepitude.failure,未知,requirements,警告
explore.json,explorechoosepaycriminal,未知,requirements,警告
explore_auctionsales.json,auctionsell_worthless,未知,requirements,警告
explore_auctionsales.json,auctionsell_increasepetty,未知,requirements,警告
explore_auctionsales.json,auctionsell_increaseminor,未知,requirements,警告
explore_auctionsales.json,auctionsell_increasemajor,未知,requirements,警告
explore_auctionsales.json,auctionsell_increasegrand,未知,requirements,警告
explore_auctionsales.json,auctioncleanup,未知,requirements,警告
explore_obstacles_curses.json,explorevaultcurse_dread_success,未知,requirements,警告
explore_obstacles_curses.json,explorevaultcurse_dread_failure,未知,requirements,警告
explore_obstacles_curses.json,explorevaultcurse_visions_success,未知,requirements,警告
explore_obstacles_curses.json,explorevaultcurse_visions_failure,未知,requirements,警告
explore_obstacles_curses.json,explorevaultcurse_affliction_success,未知,requirements,警告
explore_obstacles_curses.json,explorevaultcurse_affliction_failure,未知,requirements,警告
explore_obstacles_curses.json,explorevaultcurse_nowhere_success,未知,requirements,警告
explore_obstacles_curses.json,explorevaultcurse_nowhere_failure,未知,requirements,警告
explore_obstacles_guardians.json,explorevaultguardian_serpent_success_edge,未知,requirements,警告
explore_obstacles_guardians.json,explorevaultguardian_serpent_success_knock,未知,requirements,警告
explore_obstacles_guardians.json,explorevaultguardian_serpent_failure,未知,requirements,警告
explore_obstacles_guardians.json,explorevaultguardian_watchers_success_edge,未知,requirements,警告
explore_obstacles_guardians.json,explorevaultguardian_watchers_success_grail,未知,requirements,警告
explore_obstacles_guardians.json,explorevaultguardian_watchers_success_moth,未知,requirements,警告
explore_obstacles_guardians.json,explorevaultguardian_watchers_failure,未知,requirements,警告
explore_obstacles_guardians.json,explorevaultguardian_monks_success_edge,未知,requirements,警告
explore_obstacles_guardians.json,explorevaultguardian_monks_success_moth,未知,requirements,警告
explore_obstacles_guardians.json,explorevaultguardian_monks_failure,未知,requirements,警告
explore_obstacles_guardians.json,explorevaultguardian_dead_success_edge,未知,requirements,警告
explore_obstacles_guardians.json,explorevaultguardian_dead_success_winter,未知,requirements,警告
explore_obstacles_guardians.json,explorevaultguardian_dead_failure,未知,requirements,警告
explore_obstacles_guardians.json,explorevaultguardian_soucouyants_success_lantern,未知,requirements,警告
explore_obstacles_guardians.json,explorevaultguardian_soucouyants_success_moth,未知,requirements,警告
explore_obstacles_guardians.json,explorevaultguardian_soucouyants_failure,未知,requirements,警告
explore_obstacles_guardians.json,explorevaultguardian_long_success_grail,未知,requirements,警告
explore_obstacles_guardians.json,explorevaultguardian_long_success_moth,未知,requirements,警告
explore_obstacles_guardians.json,explorevaultguardian_long_failure,未知,requirements,警告
explore_obstacles_perils.json,explorevaultperil_treacherousground_success,未知,requirements,警告
explore_obstacles_perils.json,explorevaultperil_treacherousground_failure,未知,requirements,警告
explore_obstacles_perils.json,explorevaultperil_forest_success,未知,requirements,警告
explore_obstacles_perils.json,explorevaultperil_forest_failure,未知,requirements,警告
explore_obstacles_perils.json,explorevaultperil_mountains_success,未知,requirements,警告
explore_obstacles_perils.json,explorevaultperil_mountains_failure,未知,requirements,警告
explore_obstacles_perils.json,explorevaultperil_desert_success,未知,requirements,警告
explore_obstacles_perils.json,explorevaultperil_desert_failure,未知,requirements,警告
explore_obstacles_perils.json,explorevaultperil_sea_success,未知,requirements,警告
explore_obstacles_perils.json,explorevaultperil_sea_failure,未知,requirements,警告
explore_obstacles_seals.json,explorevaultseal_hiddendoor_success,未知,requirements,警告
explore_obstacles_seals.json,explorevaultseal_hiddendoor_failure,未知,requirements,警告
explore_obstacles_seals.json,explorevaultseal_wardeddoor_success,未知,requirements,警告
explore_obstacles_seals.json,explorevaultseal_wardeddoor_failure,未知,requirements,警告
explore_secrethistories.json,explorefindvault_h_floating,未知,requirements,警告
explore_secrethistories.json,explorefindvault_h_floating_followup,未知,requirements,警告
explore_secrethistories.json,explore_toolsecrethistoriesd_alternate1,未知,requirements,警告
explore_secrethistories.json,explore_toolsecrethistoriesd_alternate2,未知,requirements,警告
explore_vaultentry.json,explorevaulttick,未知,requirements,警告
explore_vaultentry.json,explorevaultsuccess,未知,requirements,警告
explore_vaultentry.json,explorevault_casualty,未知,requirements,警告
haunting.json,summoning_haunt_devourer_eatsmortal,未知,requirements,警告
haunting.json,devourer_haunting_mortal_success,未知,requirements,警告
haunting.json,devourer_haunting_mortal_failure,未知,requirements,警告
haunting.json,summoning_haunt_devourer_damages_health,未知,requirements,警告
haunting.json,devourer_haunting_damageshealth_success,未知,requirements,警告
haunting.json,devourer_haunting_damageshealth_failure,未知,requirements,警告
haunting.json,summoning_haunt_deceiver_derangesreason,未知,requirements,警告
haunting.json,deceiver_haunting_reason_success,未知,requirements,警告
haunting.json,deceiver_haunting_reason_failure,未知,requirements,警告
haunting.json,summoning_haunt_deceiver_derangesmortal,未知,requirements,警告
haunting.json,deceiver_haunting_mortal_success,未知,requirements,警告
haunting.json,deceiver_haunting_mortal_failure,未知,requirements,警告
hazards.json,despairdefeated,未知,requirements,警告
hazards.json,visionsdefeated,未知,requirements,警告
hazards.json,curse_dread_dormant,未知,requirements,警告
hazards.json,curse_dread_attempt_mitigation,未知,requirements,警告
hazards.json,curse_visions_dormant,未知,requirements,警告
hazards.json,curse_visions_attempt_mitigation,未知,requirements,警告
hazards.json,curse_affliction_dormant,未知,requirements,警告
hazards.json,curse_affliction_attempt_mitigation,未知,requirements,警告
hazards.json,curse_nowhere_dormant,未知,requirements,警告
hazards.json,curse_nowhere_attempt_mitigation,未知,requirements,警告
hunting.json,suspiciongrabevidence,未知,requirements,警告
hunting.json,suspiciontrycreatehunter,未知,requirements,警告
hunting.json,suspicion_questionme,未知,requirements,警告
hunting.json,suspicion_questionfollower,未知,requirements,警告
hunting.json,suspicion_attemptmitigation_me,未知,requirements,警告
hunting.json,suspicion_favourused_failure,未知,requirements,警告
hunting.json,suspicion_followerimprisoned,未知,requirements,警告
hunting.json,suspicion_meimprisoned,未知,requirements,警告
hunting.json,suspiciontrial,未知,requirements,警告
hunting.json,suspicion_rivalimprisoned,未知,requirements,警告
hunting.json,scapegoat,未知,requirements,警告
hunting_countermeasures.json,hunterfitewithswole_failure,未知,requirements,警告
hunting_countermeasures.json,hunterstealthattacksuccess,未知,requirements,警告
hunting_countermeasures.json,hunterstealthattackfailure,未知,requirements,警告
hunting_countermeasures.json,hunterattacksuccess,未知,requirements,警告
hunting_countermeasures.json,huntercapturesuccess,未知,requirements,警告
hunting_countermeasures.json,hunterattackfailure,未知,requirements,警告
hunting_countermeasures.json,evidencedestroysuccess,未知,requirements,警告
hunting_countermeasures.json,evidencedestroyfailure,未知,requirements,警告
hunting_countermeasures.json,hunterspeakdread_survives,未知,requirements,警告
hunting_countermeasures.json,hunterspeakfascination_survives,未知,requirements,警告
inductions.json,heartinduction,未知,requirements,警告
inductions.json,lanterninduction,未知,requirements,警告
inductions.json,mothinduction,未知,requirements,警告
inductions.json,mothglimmeringinduction,未知,requirements,警告
inductions.json,grailinduction,未知,requirements,警告
inductions.json,dreadinduction,未知,requirements,警告
inductions.json,fascinationinduction,未知,requirements,警告
inductions.json,poison.notoriety.induction,未知,requirements,警告
inductions.json,poison.passion.dread.induction,未知,requirements,警告
inductions.json,poison.reason.fascination.induction,未知,requirements,警告
inductions.json,poison.health.dread.induction,未知,requirements,警告
inductions.json,secret.induction,未知,requirements,警告
legacy_apostles.json,apostleforgeopenstudy,未知,requirements,警告
legacy_apostles.json,apostleforgeopenexplore,未知,requirements,警告
legacy_apostles.json,apostleforgeopendream,未知,requirements,警告
legacy_apostles.json,apostlegrailopenstudy,未知,requirements,警告
legacy_apostles.json,apostlegrailopenexplore,未知,requirements,警告
legacy_apostles.json,apostlegrailopendream,未知,requirements,警告
legacy_apostles.json,apostlelanternopenstudy,未知,requirements,警告
legacy_apostles.json,apostlelanternopenexplore,未知,requirements,警告
